kanji,kana,kana_parsed,kana_romaji,hangul,hangul_parsed,hangul_romaja,kana_initial_medial,kana_final,kana_romaji_initial,kana_romaji_medial,kana_romaji_final,hangul_initial,hangul_medial,hangul_final,hangul_romaja_initial,hangul_romaja_medial,hangul_romaja_final,oldkana,かな(初声),かな(中声),かな(終声),한글(初声),한글(中声),한글(終声)
形,ケイ,ケ-イ,k-e-i,형,ㅎᅧㅇ,h-yeo-ng,ケ,イ,k,e,i,ㅎ,ᅧ,ㅇ,h,yeo,ng,ぎやう,(03) カ行(k),(09) エ(e),(03) イ (i),(03) ㅎ(h),(13) ᅧ(yeo),(02) ㅇ (ng)
研,ケン,ケ-ン,k-e-n,연,ㅇᅧㄴ,-yeo-n,ケ,ン,k,e,n,ㅇ,ᅧ,ㄴ,(none),yeo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(01) ㅇ,(13) ᅧ(yeo),(04) ㄴ (n)
剣,ケン,ケ-ン,k-e-n,검,ㄱᅥㅁ,g-eo-m,ケ,ン,k,e,n,ㄱ,ᅥ,ㅁ,g,eo,m,,(03) カ行(k),(09) エ(e),(04) ン (n),(02) ㄱ(g),(11) ᅥ(eo),(05) ㅁ (m)
検,ケン,ケ-ン,k-e-n,검,ㄱᅥㅁ,g-eo-m,ケ,ン,k,e,n,ㄱ,ᅥ,ㅁ,g,eo,m,,(03) カ行(k),(09) エ(e),(04) ン (n),(02) ㄱ(g),(11) ᅥ(eo),(05) ㅁ (m)
件,ケン,ケ-ン,k-e-n,건,ㄱᅥㄴ,g-eo-n,ケ,ン,k,e,n,ㄱ,ᅥ,ㄴ,g,eo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(02) ㄱ(g),(11) ᅥ(eo),(04) ㄴ (n)
健,ケン,ケ-ン,k-e-n,건,ㄱᅥㄴ,g-eo-n,ケ,ン,k,e,n,ㄱ,ᅥ,ㄴ,g,eo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(02) ㄱ(g),(11) ᅥ(eo),(04) ㄴ (n)
建,ケン,ケ-ン,k-e-n,건,ㄱᅥㄴ,g-eo-n,ケ,ン,k,e,n,ㄱ,ᅥ,ㄴ,g,eo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(02) ㄱ(g),(11) ᅥ(eo),(04) ㄴ (n)
鍵,ケン,ケ-ン,k-e-n,건,ㄱᅥㄴ,g-eo-n,ケ,ン,k,e,n,ㄱ,ᅥ,ㄴ,g,eo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(02) ㄱ(g),(11) ᅥ(eo),(04) ㄴ (n)
券,ケン,ケ-ン,k-e-n,권,ㄱᅯㄴ,g-wo-n,ケ,ン,k,e,n,ㄱ,ᅯ,ㄴ,g,wo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(02) ㄱ(g),(06) ᅯ(wo),(04) ㄴ (n)
圏,ケン,ケ-ン,k-e-n,권,ㄱᅯㄴ,g-wo-n,ケ,ン,k,e,n,ㄱ,ᅯ,ㄴ,g,wo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(02) ㄱ(g),(06) ᅯ(wo),(04) ㄴ (n)
拳,ケン,ケ-ン,k-e-n,권,ㄱᅯㄴ,g-wo-n,ケ,ン,k,e,n,ㄱ,ᅯ,ㄴ,g,wo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(02) ㄱ(g),(06) ᅯ(wo),(04) ㄴ (n)
権,ケン,ケ-ン,k-e-n,권,ㄱᅯㄴ,g-wo-n,ケ,ン,k,e,n,ㄱ,ᅯ,ㄴ,g,wo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(02) ㄱ(g),(06) ᅯ(wo),(04) ㄴ (n)
犬,ケン,ケ-ン,k-e-n,견,ㄱᅧㄴ,g-yeo-n,ケ,ン,k,e,n,ㄱ,ᅧ,ㄴ,g,yeo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(02) ㄱ(g),(13) ᅧ(yeo),(04) ㄴ (n)
肩,ケン,ケ-ン,k-e-n,견,ㄱᅧㄴ,g-yeo-n,ケ,ン,k,e,n,ㄱ,ᅧ,ㄴ,g,yeo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(02) ㄱ(g),(13) ᅧ(yeo),(04) ㄴ (n)
見,ケン,ケ-ン,k-e-n,견,ㄱᅧㄴ,g-yeo-n,ケ,ン,k,e,n,ㄱ,ᅧ,ㄴ,g,yeo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(02) ㄱ(g),(13) ᅧ(yeo),(04) ㄴ (n)
遣,ケン,ケ-ン,k-e-n,견,ㄱᅧㄴ,g-yeo-n,ケ,ン,k,e,n,ㄱ,ᅧ,ㄴ,g,yeo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(02) ㄱ(g),(13) ᅧ(yeo),(04) ㄴ (n)
堅,ケン,ケ-ン,k-e-n,견,ㄱᅧㄴ,g-yeo-n,ケ,ン,k,e,n,ㄱ,ᅧ,ㄴ,g,yeo,n,じゆ,(03) カ行(k),(09) エ(e),(04) ン (n),(02) ㄱ(g),(13) ᅧ(yeo),(04) ㄴ (n)
険,ケン,ケ-ン,k-e-n,험,ㅎᅥㅁ,h-eo-m,ケ,ン,k,e,n,ㅎ,ᅥ,ㅁ,h,eo,m,,(03) カ行(k),(09) エ(e),(04) ン (n),(03) ㅎ(h),(11) ᅥ(eo),(05) ㅁ (m)
験,ケン,ケ-ン,k-e-n,험,ㅎᅥㅁ,h-eo-m,ケ,ン,k,e,n,ㅎ,ᅥ,ㅁ,h,eo,m,,(03) カ行(k),(09) エ(e),(04) ン (n),(03) ㅎ(h),(11) ᅥ(eo),(05) ㅁ (m)
憲,ケン,ケ-ン,k-e-n,헌,ㅎᅥㄴ,h-eo-n,ケ,ン,k,e,n,ㅎ,ᅥ,ㄴ,h,eo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(03) ㅎ(h),(11) ᅥ(eo),(04) ㄴ (n)
献,ケン,ケ-ン,k-e-n,헌,ㅎᅥㄴ,h-eo-n,ケ,ン,k,e,n,ㅎ,ᅥ,ㄴ,h,eo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(03) ㅎ(h),(11) ᅥ(eo),(04) ㄴ (n)
県,ケン,ケ-ン,k-e-n,현,ㅎᅧㄴ,h-yeo-n,ケ,ン,k,e,n,ㅎ,ᅧ,ㄴ,h,yeo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(03) ㅎ(h),(13) ᅧ(yeo),(04) ㄴ (n)
賢,ケン,ケ-ン,k-e-n,현,ㅎᅧㄴ,h-yeo-n,ケ,ン,k,e,n,ㅎ,ᅧ,ㄴ,h,yeo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(03) ㅎ(h),(13) ᅧ(yeo),(04) ㄴ (n)
顕,ケン,ケ-ン,k-e-n,현,ㅎᅧㄴ,h-yeo-n,ケ,ン,k,e,n,ㅎ,ᅧ,ㄴ,h,yeo,n,,(03) カ行(k),(09) エ(e),(04) ン (n),(03) ㅎ(h),(13) ᅧ(yeo),(04) ㄴ (n)
欠,ケツ,ケ-ツ,k-e-tu,결,ㄱᅧㄹ,g-yeo-l,ケ,ツ,k,e,tu,ㄱ,ᅧ,ㄹ,g,yeo,l,,(03) カ行(k),(09) エ(e),(07) ツ (tu),(02) ㄱ(g),(13) ᅧ(yeo),(07) ㄹ (l)
決,ケツ,ケ-ツ,k-e-tu,결,ㄱᅧㄹ,g-yeo-l,ケ,ツ,k,e,tu,ㄱ,ᅧ,ㄹ,g,yeo,l,,(03) カ行(k),(09) エ(e),(07) ツ (tu),(02) ㄱ(g),(13) ᅧ(yeo),(07) ㄹ (l)
潔,ケツ,ケ-ツ,k-e-tu,결,ㄱᅧㄹ,g-yeo-l,ケ,ツ,k,e,tu,ㄱ,ᅧ,ㄹ,g,yeo,l,,(03) カ行(k),(09) エ(e),(07) ツ (tu),(02) ㄱ(g),(13) ᅧ(yeo),(07) ㄹ (l)
結,ケツ,ケ-ツ,k-e-tu,결,ㄱᅧㄹ,g-yeo-l,ケ,ツ,k,e,tu,ㄱ,ᅧ,ㄹ,g,yeo,l,,(03) カ行(k),(09) エ(e),(07) ツ (tu),(02) ㄱ(g),(13) ᅧ(yeo),(07) ㄹ (l)
訣,ケツ,ケ-ツ,k-e-tu,결,ㄱᅧㄹ,g-yeo-l,ケ,ツ,k,e,tu,ㄱ,ᅧ,ㄹ,g,yeo,l,,(03) カ行(k),(09) エ(e),(07) ツ (tu),(02) ㄱ(g),(13) ᅧ(yeo),(07) ㄹ (l)
血,ケツ,ケ-ツ,k-e-tu,혈,ㅎᅧㄹ,h-yeo-l,ケ,ツ,k,e,tu,ㅎ,ᅧ,ㄹ,h,yeo,l,,(03) カ行(k),(09) エ(e),(07) ツ (tu),(03) ㅎ(h),(13) ᅧ(yeo),(07) ㄹ (l)
決,ケッ,ケ-ッ,k-e-xtu,결,ㄱᅧㄹ,g-yeo-l,ケ,ッ,k,e,xtu,ㄱ,ᅧ,ㄹ,g,yeo,l,,(03) カ行(k),(09) エ(e),(08) ッ (xtu),(02) ㄱ(g),(13) ᅧ(yeo),(07) ㄹ (l)
結,ケッ,ケ-ッ,k-e-xtu,결,ㄱᅧㄹ,g-yeo-l,ケ,ッ,k,e,xtu,ㄱ,ᅧ,ㄹ,g,yeo,l,,(03) カ行(k),(09) エ(e),(08) ッ (xtu),(02) ㄱ(g),(13) ᅧ(yeo),(07) ㄹ (l)
血,ケッ,ケ-ッ,k-e-xtu,혈,ㅎᅧㄹ,h-yeo-l,ケ,ッ,k,e,xtu,ㅎ,ᅧ,ㄹ,h,yeo,l,,(03) カ行(k),(09) エ(e),(08) ッ (xtu),(03) ㅎ(h),(13) ᅧ(yeo),(07) ㄹ (l)
琴,キン,キ-ン,k-i-n,금,ㄱᅳㅁ,g-eu-m,キ,ン,k,i,n,ㄱ,ᅳ,ㅁ,g,eu,m,,(03) カ行(k),(10) イ(i),(04) ン (n),(02) ㄱ(g),(08) ᅳ(eu),(05) ㅁ (m)
禁,キン,キ-ン,k-i-n,금,ㄱᅳㅁ,g-eu-m,キ,ン,k,i,n,ㄱ,ᅳ,ㅁ,g,eu,m,,(03) カ行(k),(10) イ(i),(04) ン (n),(02) ㄱ(g),(08) ᅳ(eu),(05) ㅁ (m)
禽,キン,キ-ン,k-i-n,금,ㄱᅳㅁ,g-eu-m,キ,ン,k,i,n,ㄱ,ᅳ,ㅁ,g,eu,m,,(03) カ行(k),(10) イ(i),(04) ン (n),(02) ㄱ(g),(08) ᅳ(eu),(05) ㅁ (m)
錦,キン,キ-ン,k-i-n,금,ㄱᅳㅁ,g-eu-m,キ,ン,k,i,n,ㄱ,ᅳ,ㅁ,g,eu,m,,(03) カ行(k),(10) イ(i),(04) ン (n),(02) ㄱ(g),(08) ᅳ(eu),(05) ㅁ (m)
筋,キン,キ-ン,k-i-n,근,ㄱᅳㄴ,g-eu-n,キ,ン,k,i,n,ㄱ,ᅳ,ㄴ,g,eu,n,,(03) カ行(k),(10) イ(i),(04) ン (n),(02) ㄱ(g),(08) ᅳ(eu),(04) ㄴ (n)
近,キン,キ-ン,k-i-n,근,ㄱᅳㄴ,g-eu-n,キ,ン,k,i,n,ㄱ,ᅳ,ㄴ,g,eu,n,,(03) カ行(k),(10) イ(i),(04) ン (n),(02) ㄱ(g),(08) ᅳ(eu),(04) ㄴ (n)
饉,キン,キ-ン,k-i-n,근,ㄱᅳㄴ,g-eu-n,キ,ン,k,i,n,ㄱ,ᅳ,ㄴ,g,eu,n,,(03) カ行(k),(10) イ(i),(04) ン (n),(02) ㄱ(g),(08) ᅳ(eu),(04) ㄴ (n)
金,キン,キ-ン,k-i-n,김,ㄱᅵㅁ,g-i-m,キ,ン,k,i,n,ㄱ,ᅵ,ㅁ,g,i,m,,(03) カ行(k),(10) イ(i),(04) ン (n),(02) ㄱ(g),(16) ᅵ(i),(05) ㅁ (m)
緊,キン,キ-ン,k-i-n,긴,ㄱᅵㄴ,g-i-n,キ,ン,k,i,n,ㄱ,ᅵ,ㄴ,g,i,n,,(03) カ行(k),(10) イ(i),(04) ン (n),(02) ㄱ(g),(16) ᅵ(i),(04) ㄴ (n)
均,キン,キ-ン,k-i-n,균,ㄱᅲㄴ,g-yu-n,キ,ン,k,i,n,ㄱ,ᅲ,ㄴ,g,yu,n,,(03) カ行(k),(10) イ(i),(04) ン (n),(02) ㄱ(g),(10) ᅲ(yu),(04) ㄴ (n)
菌,キン,キ-ン,k-i-n,균,ㄱᅲㄴ,g-yu-n,キ,ン,k,i,n,ㄱ,ᅲ,ㄴ,g,yu,n,,(03) カ行(k),(10) イ(i),(04) ン (n),(02) ㄱ(g),(10) ᅲ(yu),(04) ㄴ (n)
告,コク,コ-ク,k-o-ku,고,ㄱᅩ,g-o-,コ,ク,k,o,ku,ㄱ,ᅩ,(none),g,o,(none),,(03) カ行(k),(05) オ(o),(05) ク (ku),(02) ㄱ(g),(05) ᅩ(o),(01) (none)
刻,コク,コ-ク,k-o-ku,각,ㄱᅡㄱ,g-a-k,コ,ク,k,o,ku,ㄱ,ᅡ,ㄱ,g,a,k,,(03) カ行(k),(05) オ(o),(05) ク (ku),(02) ㄱ(g),(03) ᅡ(a),(06) ㄱ (k)
谷,コク,コ-ク,k-o-ku,곡,ㄱᅩㄱ,g-o-k,コ,ク,k,o,ku,ㄱ,ᅩ,ㄱ,g,o,k,,(03) カ行(k),(05) オ(o),(05) ク (ku),(02) ㄱ(g),(05) ᅩ(o),(06) ㄱ (k)
国,コク,コ-ク,k-o-ku,국,ㄱᅮㄱ,g-u-k,コ,ク,k,o,ku,ㄱ,ᅮ,ㄱ,g,u,k,,(03) カ行(k),(05) オ(o),(05) ク (ku),(02) ㄱ(g),(09) ᅮ(u),(06) ㄱ (k)
黒,コク,コ-ク,k-o-ku,흑,ㅎᅳㄱ,h-eu-k,コ,ク,k,o,ku,ㅎ,ᅳ,ㄱ,h,eu,k,,(03) カ行(k),(05) オ(o),(05) ク (ku),(03) ㅎ(h),(08) ᅳ(eu),(06) ㄱ (k)
根,コン,コ-ン,k-o-n,근,ㄱᅳㄴ,g-eu-n,コ,ン,k,o,n,ㄱ,ᅳ,ㄴ,g,eu,n,,(03) カ行(k),(05) オ(o),(04) ン (n),(02) ㄱ(g),(08) ᅳ(eu),(04) ㄴ (n)
困,コン,コ-ン,k-o-n,곤,ㄱᅩㄴ,g-o-n,コ,ン,k,o,n,ㄱ,ᅩ,ㄴ,g,o,n,,(03) カ行(k),(05) オ(o),(04) ン (n),(02) ㄱ(g),(05) ᅩ(o),(04) ㄴ (n)
崑,コン,コ-ン,k-o-n,곤,ㄱᅩㄴ,g-o-n,コ,ン,k,o,n,ㄱ,ᅩ,ㄴ,g,o,n,,(03) カ行(k),(05) オ(o),(04) ン (n),(02) ㄱ(g),(05) ᅩ(o),(04) ㄴ (n)
昆,コン,コ-ン,k-o-n,곤,ㄱᅩㄴ,g-o-n,コ,ン,k,o,n,ㄱ,ᅩ,ㄴ,g,o,n,,(03) カ行(k),(05) オ(o),(04) ン (n),(02) ㄱ(g),(05) ᅩ(o),(04) ㄴ (n)
棍,コン,コ-ン,k-o-n,곤,ㄱᅩㄴ,g-o-n,コ,ン,k,o,n,ㄱ,ᅩ,ㄴ,g,o,n,,(03) カ行(k),(05) オ(o),(04) ン (n),(02) ㄱ(g),(05) ᅩ(o),(04) ㄴ (n)
婚,コン,コ-ン,k-o-n,혼,ㅎᅩㄴ,h-o-n,コ,ン,k,o,n,ㅎ,ᅩ,ㄴ,h,o,n,,(03) カ行(k),(05) オ(o),(04) ン (n),(03) ㅎ(h),(05) ᅩ(o),(04) ㄴ (n)
混,コン,コ-ン,k-o-n,혼,ㅎᅩㄴ,h-o-n,コ,ン,k,o,n,ㅎ,ᅩ,ㄴ,h,o,n,,(03) カ行(k),(05) オ(o),(04) ン (n),(03) ㅎ(h),(05) ᅩ(o),(04) ㄴ (n)
渾,コン,コ-ン,k-o-n,혼,ㅎᅩㄴ,h-o-n,コ,ン,k,o,n,ㅎ,ᅩ,ㄴ,h,o,n,,(03) カ行(k),(05) オ(o),(04) ン (n),(03) ㅎ(h),(05) ᅩ(o),(04) ㄴ (n)
骨,コツ,コ-ツ,k-o-tu,골,ㄱᅩㄹ,g-o-l,コ,ツ,k,o,tu,ㄱ,ᅩ,ㄹ,g,o,l,,(03) カ行(k),(05) オ(o),(07) ツ (tu),(02) ㄱ(g),(05) ᅩ(o),(07) ㄹ (l)
考,コウ,コ-ウ,k-o-u,고,ㄱᅩ,g-o-,コ,ウ,k,o,u,ㄱ,ᅩ,(none),g,o,(none),かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(05) ᅩ(o),(01) (none)
膏,コウ,コ-ウ,k-o-u,고,ㄱᅩ,g-o-,コ,ウ,k,o,u,ㄱ,ᅩ,(none),g,o,(none),かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(05) ᅩ(o),(01) (none)
高,コウ,コ-ウ,k-o-u,고,ㄱᅩ,g-o-,コ,ウ,k,o,u,ㄱ,ᅩ,(none),g,o,(none),かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(05) ᅩ(o),(01) (none)
口,コウ,コ-ウ,k-o-u,구,ㄱᅮ,g-u-,コ,ウ,k,o,u,ㄱ,ᅮ,(none),g,u,(none),,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(09) ᅮ(u),(01) (none)
拘,コウ,コ-ウ,k-o-u,구,ㄱᅮ,g-u-,コ,ウ,k,o,u,ㄱ,ᅮ,(none),g,u,(none),,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(09) ᅮ(u),(01) (none)
構,コウ,コ-ウ,k-o-u,구,ㄱᅮ,g-u-,コ,ウ,k,o,u,ㄱ,ᅮ,(none),g,u,(none),,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(09) ᅮ(u),(01) (none)
交,コウ,コ-ウ,k-o-u,교,ㄱᅭ,g-yo-,コ,ウ,k,o,u,ㄱ,ᅭ,(none),g,yo,(none),かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(07) ᅭ(yo),(01) (none)
校,コウ,コ-ウ,k-o-u,교,ㄱᅭ,g-yo-,コ,ウ,k,o,u,ㄱ,ᅭ,(none),g,yo,(none),けう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(07) ᅭ(yo),(01) (none)
絞,コウ,コ-ウ,k-o-u,교,ㄱᅭ,g-yo-,コ,ウ,k,o,u,ㄱ,ᅭ,(none),g,yo,(none),かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(07) ᅭ(yo),(01) (none)
郊,コウ,コ-ウ,k-o-u,교,ㄱᅭ,g-yo-,コ,ウ,k,o,u,ㄱ,ᅭ,(none),g,yo,(none),かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(07) ᅭ(yo),(01) (none)
好,コウ,コ-ウ,k-o-u,호,ㅎᅩ,h-o-,コ,ウ,k,o,u,ㅎ,ᅩ,(none),h,o,(none),がう,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(05) ᅩ(o),(01) (none)
候,コウ,コ-ウ,k-o-u,후,ㅎᅮ,h-u-,コ,ウ,k,o,u,ㅎ,ᅮ,(none),h,u,(none),,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(09) ᅮ(u),(01) (none)
后,コウ,コ-ウ,k-o-u,후,ㅎᅮ,h-u-,コ,ウ,k,o,u,ㅎ,ᅮ,(none),h,u,(none),,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(09) ᅮ(u),(01) (none)
喉,コウ,コ-ウ,k-o-u,후,ㅎᅮ,h-u-,コ,ウ,k,o,u,ㅎ,ᅮ,(none),h,u,(none),,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(09) ᅮ(u),(01) (none)
後,コウ,コ-ウ,k-o-u,후,ㅎᅮ,h-u-,コ,ウ,k,o,u,ㅎ,ᅮ,(none),h,u,(none),,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(09) ᅮ(u),(01) (none)
効,コウ,コ-ウ,k-o-u,효,ㅎᅭ,h-yo-,コ,ウ,k,o,u,ㅎ,ᅭ,(none),h,yo,(none),かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(07) ᅭ(yo),(01) (none)
孝,コウ,コ-ウ,k-o-u,효,ㅎᅭ,h-yo-,コ,ウ,k,o,u,ㅎ,ᅭ,(none),h,yo,(none),けう,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(07) ᅭ(yo),(01) (none)
酵,コウ,コ-ウ,k-o-u,효,ㅎᅭ,h-yo-,コ,ウ,k,o,u,ㅎ,ᅭ,(none),h,yo,(none),かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(03) ㅎ(h),(07) ᅭ(yo),(01) (none)
仰,コウ,コ-ウ,k-o-u,앙,ㅇᅡㅇ,-a-ng,コ,ウ,k,o,u,ㅇ,ᅡ,ㅇ,(none),a,ng,ぎやう,(03) カ行(k),(05) オ(o),(02) ウ (u),(01) ㅇ,(03) ᅡ(a),(02) ㅇ (ng)
甲,コウ,コ-ウ,k-o-u,갑,ㄱᅡㅂ,g-a-b,コ,ウ,k,o,u,ㄱ,ᅡ,ㅂ,g,a,b,こふ,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(03) ᅡ(a),(03) ㅂ (b)
崗,コウ,コ-ウ,k-o-u,강,ㄱᅡㅇ,g-a-ng,コ,ウ,k,o,u,ㄱ,ᅡ,ㅇ,g,a,ng,,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(03) ᅡ(a),(02) ㅇ (ng)
康,コウ,コ-ウ,k-o-u,강,ㄱᅡㅇ,g-a-ng,コ,ウ,k,o,u,ㄱ,ᅡ,ㅇ,g,a,ng,かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(03) ᅡ(a),(02) ㅇ (ng)
江,コウ,コ-ウ,k-o-u,강,ㄱᅡㅇ,g-a-ng,コ,ウ,k,o,u,ㄱ,ᅡ,ㅇ,g,a,ng,がう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(03) ᅡ(a),(02) ㅇ (ng)
綱,コウ,コ-ウ,k-o-u,강,ㄱᅡㅇ,g-a-ng,コ,ウ,k,o,u,ㄱ,ᅡ,ㅇ,g,a,ng,かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(03) ᅡ(a),(02) ㅇ (ng)
腔,コウ,コ-ウ,k-o-u,강,ㄱᅡㅇ,g-a-ng,コ,ウ,k,o,u,ㄱ,ᅡ,ㅇ,g,a,ng,かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(03) ᅡ(a),(02) ㅇ (ng)
講,コウ,コ-ウ,k-o-u,강,ㄱᅡㅇ,g-a-ng,コ,ウ,k,o,u,ㄱ,ᅡ,ㅇ,g,a,ng,かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(03) ᅡ(a),(02) ㅇ (ng)
鋼,コウ,コ-ウ,k-o-u,강,ㄱᅡㅇ,g-a-ng,コ,ウ,k,o,u,ㄱ,ᅡ,ㅇ,g,a,ng,かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(03) ᅡ(a),(02) ㅇ (ng)
降,コウ,コ-ウ,k-o-u,강,ㄱᅡㅇ,g-a-ng,コ,ウ,k,o,u,ㄱ,ᅡ,ㅇ,g,a,ng,がう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(03) ᅡ(a),(02) ㅇ (ng)
坑,コウ,コ-ウ,k-o-u,갱,ㄱᅢㅇ,g-ae-ng,コ,ウ,k,o,u,ㄱ,ᅢ,ㅇ,g,ae,ng,かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(01) ᅢ(ae),(02) ㅇ (ng)
公,コウ,コ-ウ,k-o-u,공,ㄱᅩㅇ,g-o-ng,コ,ウ,k,o,u,ㄱ,ᅩ,ㅇ,g,o,ng,,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(05) ᅩ(o),(02) ㅇ (ng)
孔,コウ,コ-ウ,k-o-u,공,ㄱᅩㅇ,g-o-ng,コ,ウ,k,o,u,ㄱ,ᅩ,ㅇ,g,o,ng,,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(05) ᅩ(o),(02) ㅇ (ng)
工,コウ,コ-ウ,k-o-u,공,ㄱᅩㅇ,g-o-ng,コ,ウ,k,o,u,ㄱ,ᅩ,ㅇ,g,o,ng,,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(05) ᅩ(o),(02) ㅇ (ng)
攻,コウ,コ-ウ,k-o-u,공,ㄱᅩㅇ,g-o-ng,コ,ウ,k,o,u,ㄱ,ᅩ,ㅇ,g,o,ng,,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(05) ᅩ(o),(02) ㅇ (ng)
貢,コウ,コ-ウ,k-o-u,공,ㄱᅩㅇ,g-o-ng,コ,ウ,k,o,u,ㄱ,ᅩ,ㅇ,g,o,ng,,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(05) ᅩ(o),(02) ㅇ (ng)
胱,コウ,コ-ウ,k-o-u,광,ㄱᅪㅇ,g-wa-ng,コ,ウ,k,o,u,ㄱ,ᅪ,ㅇ,g,wa,ng,,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(04) ᅪ(wa),(02) ㅇ (ng)
光,コウ,コ-ウ,k-o-u,광,ㄱᅪㅇ,g-wa-ng,コ,ウ,k,o,u,ㄱ,ᅪ,ㅇ,g,wa,ng,くわう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(04) ᅪ(wa),(02) ㅇ (ng)
広,コウ,コ-ウ,k-o-u,광,ㄱᅪㅇ,g-wa-ng,コ,ウ,k,o,u,ㄱ,ᅪ,ㅇ,g,wa,ng,くわう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(04) ᅪ(wa),(02) ㅇ (ng)
鉱,コウ,コ-ウ,k-o-u,광,ㄱᅪㅇ,g-wa-ng,コ,ウ,k,o,u,ㄱ,ᅪ,ㅇ,g,wa,ng,くわう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(04) ᅪ(wa),(02) ㅇ (ng)
庚,コウ,コ-ウ,k-o-u,경,ㄱᅧㅇ,g-yeo-ng,コ,ウ,k,o,u,ㄱ,ᅧ,ㅇ,g,yeo,ng,かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(13) ᅧ(yeo),(02) ㅇ (ng)
更,コウ,コ-ウ,k-o-u,경,ㄱᅧㅇ,g-yeo-ng,コ,ウ,k,o,u,ㄱ,ᅧ,ㅇ,g,yeo,ng,かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(13) ᅧ(yeo),(02) ㅇ (ng)
硬,コウ,コ-ウ,k-o-u,경,ㄱᅧㅇ,g-yeo-ng,コ,ウ,k,o,u,ㄱ,ᅧ,ㅇ,g,yeo,ng,かう,(03) カ行(k),(05) オ(o),(02) ウ (u),(02) ㄱ(g),(13) ᅧ(yeo),(02) ㅇ (ng)
